title_id,ganres
1095442,Биография
1095442,Драма
2163343,Драма
2163343,Комедия
1951369,Биография
1951369,Драма
1951369,Спорт
1841023,Криминал
1841023,Триллер
1841023,Боевик
1841023,Драма
1750197,Мелодрама
1750197,Комедия
2046628,Триллер
1247688,Криминал
1247688,Детектив
1247688,Триллер
1247688,Драма
2085896,Музыка
2085896,Мюзикл
2085896,Мелодрама
91775,Боевик
91775,Приключения
1514574,Криминал
1514574,Детектив
1514574,Триллер
1514574,Мюзикл
1514574,Мелодрама
1173576,Боевик
1173576,Мелодрама
1173576,Комедия
134854,Драма
134854,Комедия
1182193,Триллер
1182193,Драма
1182193,Комедия
2467520,Криминал
1176406,Драма
1815348,Драма
1841396,Криминал
1841396,Боевик
1841396,Драма
1841396,Приключения
1346468,Мелодрама
1907361,Семейный
1907361,Драма
2490005,Комедия
2146976,Драма
1187598,Триллер
1187598,Мелодрама
1187598,Драма
1187598,Комедия
2234119,Мелодрама
2234119,Драма
2234119,Комедия
1309323,Криминал
1309323,Детектив
1309323,Триллер
1309323,Драма
1999755,Мелодрама
1999755,Комедия
862939,Боевик
862939,Мелодрама
862939,Драма
1950626,Музыка
1950626,Драма
1950626,Комедия
1467140,Боевик
1467140,Драма
1556365,Криминал
1556365,Триллер
1556365,Драма
1739739,Драма
137647,Боевик
137647,Мелодрама
137647,Драма
1986440,Детектив
1986440,Драма
1730265,Семейный
1730265,Драма
1206272,Криминал
1206272,Боевик
1206272,Драма
2138638,Драма
2138638,Комедия
2719092,Триллер
1577416,Криминал
1577416,Триллер
1577416,Комедия
476717,Мелодрама
476717,Комедия
1657945,Драма
1657945,Комедия
1477886,Триллер
1477886,Боевик
1404515,Комедия
1205634,Криминал
1205634,Драма
1205634,Комедия
1883339,Драма
2093129,Боевик
2093129,Мелодрама
2093129,Драма
1700564,Драма
1700564,Комедия
1605191,Мелодрама
1605191,Драма
2152203,Драма
2152203,Комедия
1363520,Драма
1363520,Комедия
1577438,Криминал
1577438,Боевик
1577438,Драма
1294113,Драма
1294113,Спорт
1716073,Боевик
1716073,Мелодрама
1076991,Криминал
1076991,Боевик
1975456,Мелодрама
1975456,Драма
1975456,Комедия
1226254,Драма
1355612,Криминал
1355612,Комедия
1031061,Мелодрама
1031061,Комедия
1999756,Боевик
1999756,Драма
1999756,Спорт
976035,Мелодрама
976035,Драма
976035,Комедия
2192259,Семейный
2192259,Мелодрама
2192259,Драма
2192259,Комедия
1079057,Триллер
1079057,Боевик
1022120,Драма
167492,Криминал
167492,Драма
167492,Комедия
410172,Мелодрама
410172,Драма
410172,Комедия
1317362,Мелодрама
1317362,Драма
1339571,Мелодрама
1339571,Драма
1339571,Комедия
1677359,Мелодрама
1677359,Комедия
604564,Боевик
604564,Мелодрама
604564,Драма
142585,Экшн
142585,Криминал
142585,Боевик
142585,Драма
142585,Комедия
2413825,Триллер
2413825,Боевик
2413825,Драма
2031057,Криминал
2031057,Боевик
2031057,Драма
1822553,Экшн
1822553,Боевик
1822553,Комедия
2124874,Мелодрама
2124874,Комедия
2046633,Детектив
2046633,Триллер
2046633,Боевик
2223742,Мелодрама
2223742,Комедия
1768337,Боевик
1768337,Комедия
1206266,Комедия
429845,Криминал
429845,Триллер
429845,Боевик
429845,Драма
1710921,Криминал
1710921,Боевик
1710921,Драма
1214404,Боевик
1214404,Мюзикл
1214404,Драма
1214404,Комедия
1167066,Мелодрама
1167066,Комедия
1146255,Мелодрама
1146255,Драма
1146255,Комедия
1087245,Триллер
1087245,Драма
2602329,Комедия
1200111,Триллер
1200111,Боевик
1200111,Мелодрама
1200111,Драма
